id_oblig,id_cli,cod_prod,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
OBL025199,CLI000004,PR028,43032132.97,41555214.58,1132424.55,2024-03-09,2034-05-13,103,100,Medio
OBL025200,CLI005070,PR050,43129792.08,9511470.47,388556.69,2024-11-18,2036-02-28,59,5,Bajo
OBL025201,CLI001947,PR011,12954800.14,12399863.82,647740.01,2021-04-01,2033-02-05,142,104,Alto
OBL025202,CLI004754,PR006,11692279.88,9491014.66,259828.44,2024-09-17,2032-03-18,177,78,Alto
OBL025203,CLI004139,PR021,12945081.16,6659454.52,114558.24,2022-11-30,2035-05-18,68,108,Medio
OBL025204,CLI001669,PR018,49482820.59,6899708.18,916348.53,2025-08-11,2028-03-19,40,48,Medio
OBL025205,CLI005649,PR018,25693086.87,23774320.2,267636.32,2024-06-03,2032-12-04,63,119,Bajo
OBL025206,CLI007363,PR030,9620416.12,9442383.53,92504.0,2019-11-10,2031-02-14,117,92,Alto
OBL025207,CLI006434,PR046,15007958.04,2919757.29,151595.54,2026-06-06,2029-08-08,149,95,Alto
OBL025208,CLI007117,PR049,23321469.73,7364627.4,250768.49,2020-10-25,2027-10-26,49,77,Alto
OBL025209,CLI003710,PR010,4348391.35,4167869.09,127893.86,2022-07-22,2029-08-06,173,67,Medio
OBL025210,CLI001780,PR023,39345237.06,37000473.82,371181.48,2024-05-21,2036-02-01,83,32,Alto
OBL025211,CLI008882,PR015,40586357.34,22401039.02,341061.83,2019-07-02,2035-04-19,156,8,Bajo
OBL025212,CLI001254,PR042,32918338.04,10901215.52,1936372.83,2019-01-28,2035-07-18,3,57,Alto
OBL025213,CLI001943,PR018,43437777.4,34660013.69,549845.28,2020-09-27,2027-04-01,35,58,Alto
OBL025214,CLI000942,PR017,35924670.54,17550004.54,299372.25,2023-12-14,2027-08-11,83,74,Medio
OBL025215,CLI007773,PR027,7096750.99,4018785.52,71684.35,2021-12-12,2028-10-07,104,15,Alto
OBL025216,CLI006463,PR044,26633006.18,7096316.57,807060.79,2026-07-04,2033-09-07,166,39,Alto
OBL025217,CLI006969,PR035,9503324.58,5269119.07,172787.72,2020-12-28,2026-11-14,149,48,Alto
OBL025218,CLI000146,PR008,33983268.22,4153520.86,723048.26,2020-01-06,2035-01-31,3,119,Medio
OBL025219,CLI000250,PR037,4063081.88,1139947.09,41887.44,2022-02-20,2034-06-25,158,66,Alto
OBL025220,CLI001153,PR018,30377228.1,9820816.47,333815.69,2019-07-23,2032-12-17,79,29,Bajo
OBL025221,CLI000489,PR031,25853703.31,24049917.33,217258.01,2019-07-16,2026-11-07,45,76,Medio
OBL025222,CLI009868,PR049,2731182.25,2144877.91,82763.1,2022-02-12,2033-10-30,91,43,Alto
OBL025223,CLI002388,PR016,18428650.63,15959623.43,249035.82,2019-01-31,2033-12-23,138,35,Bajo
OBL025224,CLI001351,PR041,34111478.98,4432782.73,454819.72,2021-05-17,2034-06-25,170,64,Alto
OBL025225,CLI005819,PR009,33421514.68,1601561.51,795750.35,2026-06-08,2027-03-22,52,14,Alto
OBL025226,CLI008327,PR014,28884393.22,10324825.07,251168.64,2025-10-16,2026-11-24,155,86,Medio
OBL025227,CLI008166,PR007,12185217.67,5936969.92,166920.79,2026-02-05,2031-05-05,162,86,Medio
OBL025228,CLI006356,PR008,10691188.06,5550622.56,445466.17,2019-05-04,2034-11-02,42,14,Bajo
OBL025229,CLI006452,PR024,8852599.17,8114323.64,78341.59,2019-05-19,2031-12-28,27,86,Bajo
OBL025230,CLI008182,PR016,28126374.37,7511426.33,520858.78,2025-09-24,2026-10-22,106,104,Alto
OBL025231,CLI004035,PR009,20155572.49,16062223.24,195685.17,2019-03-28,2027-06-24,136,80,Medio
OBL025232,CLI009283,PR026,4650693.79,2773546.13,193778.91,2024-06-06,2028-02-22,137,77,Bajo
OBL025233,CLI000403,PR034,42128930.61,25506637.73,2478172.39,2025-11-05,2029-04-25,165,19,Bajo
OBL025234,CLI009518,PR046,25075755.97,10079315.86,473127.47,2025-06-07,2033-12-01,103,21,Medio
OBL025235,CLI008867,PR019,47704413.47,16673823.66,1014987.52,2021-02-22,2028-02-24,146,49,Medio
OBL025236,CLI008873,PR043,49651823.7,797118.19,435542.31,2021-06-04,2028-06-21,32,8,Bajo
OBL025237,CLI000598,PR005,7848241.63,6093560.86,145337.81,2019-09-29,2035-05-09,127,13,Medio
OBL025238,CLI001977,PR025,5603245.78,1450564.34,93387.43,2023-09-15,2027-02-19,56,80,Alto
OBL025239,CLI000361,PR029,11912159.98,11584947.71,253450.21,2025-04-20,2028-04-26,33,102,Bajo
OBL025240,CLI004139,PR012,5851860.15,3121565.77,52719.46,2022-10-18,2033-08-30,70,108,Medio
OBL025241,CLI009131,PR016,36021066.67,26783953.45,537627.86,2025-08-09,2033-04-28,108,116,Alto
OBL025242,CLI001720,PR034,1758745.72,912517.56,21448.12,2025-11-27,2027-04-20,41,41,Bajo
OBL025243,CLI007315,PR007,43000121.47,34772590.15,1433337.38,2020-11-21,2027-06-23,40,82,Alto
OBL025244,CLI005625,PR005,10310323.86,9887422.88,234325.54,2019-03-24,2029-05-08,60,21,Bajo
OBL025245,CLI000232,PR039,25978783.17,15307004.55,298606.7,2023-11-15,2031-02-05,131,106,Bajo
OBL025246,CLI002347,PR002,24603228.17,6433606.39,279582.14,2024-01-28,2027-01-01,123,1,Alto
OBL025247,CLI007410,PR023,20972182.83,18939004.77,227958.51,2019-07-14,2027-01-16,129,42,Medio
OBL025248,CLI006284,PR018,19502483.26,14085721.44,278606.9,2024-06-18,2029-04-27,74,103,Medio
OBL025249,CLI007585,PR019,4354190.41,184980.78,76389.31,2022-01-16,2032-11-15,180,3,Bajo
OBL025250,CLI003255,PR035,15865946.19,10637700.79,1322162.18,2020-07-01,2033-04-12,30,3,Medio
OBL025251,CLI002013,PR019,14732276.36,12702687.94,131538.18,2020-11-22,2036-02-28,11,120,Alto
OBL025252,CLI003431,PR039,46750081.46,45892382.55,513737.16,2021-02-03,2036-02-05,10,57,Medio
OBL025253,CLI007528,PR024,14920732.74,14704219.0,128627.01,2018-08-31,2027-09-24,97,15,Bajo
OBL025254,CLI007230,PR026,40908609.69,1944385.02,349646.24,2025-02-16,2031-11-07,60,72,Bajo
OBL025255,CLI002501,PR038,44223190.83,32879658.27,1195221.37,2019-02-05,2035-12-06,82,22,Bajo
OBL025256,CLI007056,PR013,23117518.94,16007524.63,350265.44,2019-04-27,2030-09-30,172,36,Bajo
OBL025257,CLI000955,PR010,21918823.55,2087948.98,562021.12,2022-05-08,2033-11-21,78,70,Medio
OBL025258,CLI009030,PR030,19263404.33,13542661.73,520632.55,2023-08-07,2032-08-09,154,37,Bajo
OBL025259,CLI002159,PR013,5671250.1,1577900.3,182943.55,2022-10-30,2034-04-04,166,14,Bajo
OBL025260,CLI007691,PR030,23420258.6,3965898.56,285612.91,2018-10-14,2035-12-20,64,112,Alto
OBL025261,CLI003153,PR013,15595201.32,10713168.76,273600.02,2020-10-14,2027-05-23,78,18,Alto
OBL025262,CLI003174,PR001,25704931.76,22131999.51,535519.41,2023-09-14,2031-09-24,152,0,Bajo
OBL025263,CLI006712,PR018,32034113.54,26044905.42,1067803.78,2023-05-04,2034-05-21,30,97,Medio
OBL025264,CLI009776,PR035,17488411.53,7759312.51,1249172.25,2020-02-17,2031-12-23,1,72,Bajo
OBL025265,CLI002613,PR004,34386040.37,5664497.08,838683.91,2021-08-31,2029-12-02,46,85,Alto
OBL025266,CLI008790,PR030,30118077.7,20983734.92,317032.4,2019-05-28,2030-08-25,35,36,Alto
OBL025267,CLI008262,PR036,48414521.63,33088377.55,1180841.99,2024-06-13,2035-09-01,69,114,Alto
OBL025268,CLI006264,PR039,41637669.42,41144327.82,2313203.86,2024-02-04,2028-01-22,62,1,Alto
OBL025269,CLI000742,PR029,1932207.56,730004.94,24771.89,2019-10-11,2031-08-05,46,14,Bajo
OBL025270,CLI004796,PR003,7048024.32,2781491.58,97889.23,2022-09-16,2030-04-11,111,49,Medio
OBL025271,CLI007638,PR042,40219695.06,34739107.31,478805.89,2022-11-08,2035-04-02,139,84,Medio
OBL025272,CLI001776,PR040,33586429.8,13158344.69,460088.08,2020-01-31,2034-12-25,54,59,Medio
OBL025273,CLI002872,PR044,49955255.23,43945954.28,1998210.21,2020-03-01,2029-12-24,3,17,Alto
OBL025274,CLI005354,PR002,20626323.7,6168918.22,174799.35,2020-07-13,2036-03-04,176,116,Bajo
OBL025275,CLI007331,PR022,31432138.09,9340138.38,320736.1,2024-02-15,2032-09-13,39,98,Alto
OBL025276,CLI003624,PR015,36088008.08,32932444.23,445530.96,2024-07-01,2027-08-28,89,64,Alto
OBL025277,CLI007168,PR010,20569652.71,17921567.05,293852.18,2021-09-16,2029-06-14,34,2,Alto
OBL025278,CLI001358,PR022,47099123.47,24414019.91,798290.23,2021-11-19,2036-06-09,162,91,Bajo
OBL025279,CLI007593,PR034,6161852.6,2548720.08,58130.68,2018-11-09,2030-04-23,33,118,Medio
OBL025280,CLI008253,PR006,11561135.59,2385834.92,131376.54,2023-12-08,2032-09-18,40,44,Bajo
OBL025281,CLI000981,PR034,33886692.83,31434067.42,847167.32,2025-07-01,2030-02-07,98,67,Medio
OBL025282,CLI008024,PR043,1506534.24,321826.6,26902.4,2021-04-17,2027-10-28,177,117,Alto
OBL025283,CLI007076,PR010,38822864.8,20449585.4,337590.13,2023-10-31,2029-11-22,78,96,Bajo
OBL025284,CLI004074,PR008,7116731.61,4063831.66,69771.88,2018-10-07,2034-11-29,149,108,Alto
OBL025285,CLI002996,PR011,14816933.2,285229.63,673496.96,2024-08-14,2027-01-07,118,120,Bajo
OBL025286,CLI008918,PR043,46770621.92,331532.12,550242.61,2019-04-09,2034-07-12,32,85,Bajo
OBL025287,CLI004640,PR046,8930902.46,3947782.13,194150.05,2022-08-28,2027-12-04,87,2,Alto
OBL025288,CLI008804,PR050,4272442.26,3718992.48,35603.69,2018-12-29,2032-02-28,81,81,Medio
OBL025289,CLI007331,PR042,45368438.87,40930787.07,889577.23,2026-03-11,2028-10-12,137,80,Bajo
OBL025290,CLI004799,PR021,8150128.3,3998146.34,76888.0,2026-06-15,2034-06-01,95,75,Medio
OBL025291,CLI005888,PR050,16952268.23,12916878.73,154111.53,2026-04-09,2029-06-19,65,51,Bajo
OBL025292,CLI009448,PR035,18332558.19,15270735.54,229156.98,2022-06-14,2034-06-07,46,88,Alto
OBL025293,CLI001614,PR008,49566937.51,12512303.81,544691.62,2025-11-03,2032-11-01,31,43,Medio
OBL025294,CLI009478,PR004,27117445.86,15885061.48,1506524.77,2022-01-18,2032-03-27,138,103,Alto
OBL025295,CLI000228,PR015,1523872.19,514280.48,18813.24,2023-01-14,2030-01-25,35,79,Bajo
OBL025296,CLI003236,PR019,3991891.95,2196621.57,48095.08,2021-03-05,2030-02-05,0,0,Alto
OBL025297,CLI009608,PR045,1599814.68,701401.42,15998.15,2024-09-03,2031-04-20,81,19,Bajo
OBL025298,CLI005969,PR005,49763846.7,36838030.09,995276.93,2021-06-29,2029-09-13,172,17,Bajo
OBL025299,CLI001997,PR012,46655074.4,13077099.45,3887922.87,2019-08-10,2030-11-19,110,27,Medio
OBL025300,CLI005788,PR048,16666388.25,7745740.19,416659.71,2022-01-22,2033-03-07,102,49,Alto
OBL025301,CLI000837,PR036,34365573.87,3833434.77,390517.88,2022-11-22,2036-01-02,120,114,Bajo
OBL025302,CLI001469,PR046,9499079.81,6871070.33,678505.7,2019-01-13,2027-08-08,118,18,Alto
OBL025303,CLI009802,PR030,15269043.76,7736648.47,462698.3,2023-06-21,2030-12-17,28,6,Bajo
OBL025304,CLI004581,PR040,47807261.62,3591681.36,2078576.59,2023-03-21,2034-07-06,123,32,Medio
OBL025305,CLI009037,PR019,22774432.43,11110218.58,194653.27,2019-11-30,2034-06-09,24,114,Bajo
OBL025306,CLI002075,PR012,14635324.82,6832842.6,127263.69,2020-12-18,2032-08-26,79,112,Alto
OBL025307,CLI005982,PR002,19544754.8,15078077.22,187930.33,2020-12-21,2029-01-04,52,57,Bajo
OBL025308,CLI009363,PR006,17344379.76,1941446.7,481788.33,2025-04-25,2029-02-24,104,61,Medio
OBL025309,CLI009824,PR050,28846112.3,23253163.75,450720.5,2025-05-03,2036-06-13,166,96,Medio
OBL025310,CLI005899,PR017,15094241.62,922048.98,154022.87,2024-11-05,2035-08-26,99,116,Alto
OBL025311,CLI004684,PR037,1243324.32,793125.47,82888.29,2020-04-25,2030-09-21,118,18,Medio
OBL025312,CLI008222,PR001,22528593.18,13961746.2,216621.09,2019-03-11,2029-06-12,147,112,Bajo
OBL025313,CLI001415,PR003,26676584.78,17440122.78,264124.6,2025-04-09,2028-05-19,93,76,Alto
OBL025314,CLI008950,PR019,43709175.91,37764478.95,1900398.95,2020-05-10,2026-11-24,73,22,Bajo
OBL025315,CLI002130,PR011,7285479.07,6321304.94,151780.81,2024-02-29,2036-02-14,59,56,Bajo
OBL025316,CLI007155,PR018,42243401.56,14122685.06,394798.15,2021-11-11,2027-08-12,19,42,Bajo
OBL025317,CLI002807,PR002,29045035.72,13183386.67,387267.14,2020-02-08,2029-03-22,162,80,Alto
OBL025318,CLI001037,PR028,38867218.87,32871550.61,883345.88,2022-12-16,2035-01-26,49,109,Alto
OBL025319,CLI002737,PR047,26501525.16,10383214.22,946483.04,2020-04-05,2030-03-29,164,76,Bajo
OBL025320,CLI003017,PR035,10180946.8,3552102.51,104958.21,2022-08-24,2031-01-15,61,87,Alto
OBL025321,CLI007855,PR021,41320791.77,850175.92,1116778.16,2019-11-14,2031-08-29,137,100,Medio
OBL025322,CLI000083,PR015,7791647.22,3384137.64,102521.67,2024-11-24,2029-11-17,7,99,Bajo
OBL025323,CLI005478,PR030,23995777.06,711032.05,420978.54,2019-06-10,2029-02-10,113,10,Alto
OBL025324,CLI000279,PR022,24412572.62,8550210.76,339063.51,2022-09-12,2036-02-16,23,73,Alto
OBL025325,CLI003588,PR014,40063239.03,6669238.16,396665.73,2022-05-14,2036-03-12,167,9,Alto
OBL025326,CLI009430,PR046,41699306.93,38287378.4,694988.45,2026-03-20,2028-05-30,32,7,Bajo
OBL025327,CLI006587,PR026,32279125.83,28713507.66,949386.05,2020-12-08,2029-10-29,18,63,Medio
OBL025328,CLI009845,PR012,32803415.95,19212675.93,282788.07,2018-09-05,2028-03-12,57,106,Bajo
OBL025329,CLI002431,PR032,32184662.4,9209183.4,284820.02,2024-09-17,2027-02-01,6,81,Medio
OBL025330,CLI002423,PR011,7425529.84,2335711.72,117865.55,2024-01-17,2036-07-11,98,96,Alto
OBL025331,CLI001770,PR008,49517789.94,9233083.97,1375494.17,2019-05-22,2028-03-26,92,12,Alto
OBL025332,CLI008502,PR008,5722032.37,2079071.88,73359.39,2018-12-13,2033-06-01,135,82,Bajo
OBL025333,CLI005751,PR008,29306739.58,15957156.89,385614.99,2018-09-22,2030-12-10,95,78,Medio
OBL025334,CLI008194,PR009,39586222.75,11193379.37,425658.31,2025-09-07,2031-11-17,127,98,Medio
OBL025335,CLI004668,PR047,5192826.18,5095335.87,152730.18,2023-02-11,2033-01-05,103,56,Alto
OBL025336,CLI000203,PR009,17135003.97,12602198.51,349693.96,2024-12-08,2032-05-13,69,8,Medio
OBL025337,CLI007997,PR049,15653910.95,12220950.94,521797.03,2023-12-08,2034-08-25,142,98,Alto
OBL025338,CLI003051,PR020,20026072.67,2330068.28,1430433.76,2023-01-04,2029-12-04,6,29,Medio
OBL025339,CLI003590,PR032,47010034.28,12578040.98,573293.1,2020-03-04,2034-02-25,38,13,Medio
OBL025340,CLI004325,PR018,32703616.86,17139313.88,605622.53,2018-08-10,2029-12-20,126,36,Medio
OBL025341,CLI002005,PR037,15254358.56,6988820.14,282488.12,2024-11-11,2035-08-31,83,77,Medio
OBL025342,CLI008362,PR036,36830187.52,17416108.0,383647.79,2022-11-28,2028-10-13,116,58,Bajo
OBL025343,CLI007225,PR050,45521460.74,10053911.52,1264485.02,2022-01-30,2029-01-07,108,78,Medio
OBL025344,CLI004331,PR045,39057825.51,6763849.78,867951.68,2025-12-19,2035-09-02,118,52,Medio
OBL025345,CLI006666,PR002,45457008.92,35856973.91,473510.51,2023-09-16,2034-10-18,138,2,Alto
OBL025346,CLI001053,PR006,17901540.54,6688338.31,192489.68,2021-09-07,2035-07-25,41,96,Medio
OBL025347,CLI001443,PR031,34479370.07,29195317.77,547291.59,2026-06-03,2034-07-20,117,63,Bajo
OBL025348,CLI001955,PR007,27077774.58,12491680.46,967063.38,2024-05-08,2029-11-14,101,26,Medio
OBL025349,CLI003203,PR023,23640489.64,10419663.68,352843.13,2026-05-18,2034-09-12,175,107,Alto
OBL025350,CLI003241,PR017,10903347.25,3800151.35,178743.4,2024-03-11,2035-11-11,42,82,Medio
OBL025351,CLI005749,PR033,37400512.74,7308441.69,1385204.18,2026-06-16,2036-07-11,79,120,Alto
OBL025352,CLI009183,PR005,47875544.97,29908505.52,629941.38,2021-06-13,2034-10-19,146,19,Alto
OBL025353,CLI006257,PR012,26170468.26,242890.64,315306.85,2025-05-03,2032-08-26,20,67,Bajo
OBL025354,CLI004420,PR045,14618416.41,14221473.85,143317.81,2024-06-14,2027-01-29,95,2,Alto
OBL025355,CLI006134,PR041,21133031.92,19715676.15,330203.62,2026-04-19,2033-01-24,73,98,Alto
OBL025356,CLI007550,PR005,37073094.98,18749048.6,926827.37,2021-11-02,2035-01-11,67,7,Medio
OBL025357,CLI004012,PR014,8454794.14,493440.49,367599.75,2020-02-29,2029-01-13,81,55,Alto
OBL025358,CLI003652,PR045,36778216.05,35822938.2,1021617.11,2025-09-24,2030-12-10,128,52,Alto
OBL025359,CLI007810,PR008,20773926.63,5053211.95,610997.84,2024-10-19,2029-06-28,8,89,Alto
OBL025360,CLI006445,PR022,1476271.57,259019.39,30127.99,2023-07-22,2030-09-30,34,107,Alto
OBL025361,CLI007069,PR036,24872813.09,4068320.33,829093.77,2019-12-27,2026-11-15,95,73,Medio
OBL025362,CLI005413,PR005,29867683.43,29696546.76,2133405.96,2020-01-15,2027-07-09,149,56,Bajo
OBL025363,CLI000079,PR025,24583499.75,9472264.55,223486.36,2025-03-29,2029-08-26,107,104,Alto
OBL025364,CLI002071,PR046,46264948.61,5238378.66,550773.2,2022-12-20,2035-11-13,155,50,Alto
OBL025365,CLI000793,PR036,4924839.1,1819251.3,175887.11,2020-05-19,2033-09-06,115,26,Alto
OBL025366,CLI000420,PR022,49848305.85,18032647.2,1246207.65,2023-02-12,2034-01-19,163,85,Medio
OBL025367,CLI009418,PR003,20288141.08,941447.19,431662.58,2021-11-12,2034-09-17,106,101,Bajo
OBL025368,CLI001937,PR016,45205656.16,13592307.6,379879.46,2023-10-24,2031-09-30,141,7,Medio
OBL025369,CLI003622,PR007,49521639.26,12739145.64,1151666.03,2024-09-26,2035-12-04,29,98,Alto
OBL025370,CLI000575,PR031,2883567.46,833841.43,106798.79,2023-10-13,2033-02-16,106,117,Bajo
OBL025371,CLI002013,PR036,24458394.76,4527446.07,719364.55,2023-11-14,2035-08-04,145,68,Alto
OBL025372,CLI004631,PR024,24139840.43,13964742.48,588776.6,2026-03-27,2032-09-01,101,120,Medio
OBL025373,CLI004288,PR027,46593300.65,9673115.84,656243.67,2019-04-17,2030-07-11,172,27,Alto
OBL025374,CLI007400,PR027,26923954.27,14254808.92,769255.84,2019-02-18,2033-08-15,166,100,Alto
OBL025375,CLI003472,PR018,37086330.01,2528834.95,1324511.79,2020-11-12,2031-11-12,70,33,Bajo
OBL025376,CLI007049,PR007,28851159.49,10587771.02,457954.91,2020-03-19,2033-07-11,174,67,Alto
OBL025377,CLI006649,PR031,9864470.93,4481228.43,92191.32,2023-05-25,2029-08-22,100,37,Alto
OBL025378,CLI000560,PR033,2458330.33,1369206.8,22348.46,2019-05-07,2027-11-15,2,92,Alto
OBL025379,CLI004729,PR023,34068779.2,29915244.49,516193.62,2025-09-19,2035-11-21,154,108,Bajo
OBL025380,CLI009484,PR029,15953057.58,3275853.27,257307.38,2020-03-02,2035-08-25,0,59,Medio
OBL025381,CLI008602,PR003,36554520.99,20801855.62,652759.3,2024-07-15,2027-09-30,105,79,Medio
OBL025382,CLI006408,PR041,20044756.91,6628927.23,371199.2,2020-06-29,2033-09-04,121,11,Alto
OBL025383,CLI005660,PR048,22415654.6,21498666.05,205648.21,2023-04-05,2032-03-27,109,110,Alto
OBL025384,CLI000789,PR019,30845450.24,6970725.27,277886.94,2025-03-08,2031-09-02,18,34,Bajo
OBL025385,CLI002456,PR050,7188754.28,3062553.89,68464.33,2019-02-03,2029-06-07,164,18,Alto
OBL025386,CLI000580,PR022,15253750.87,14201573.25,305075.02,2025-03-21,2028-07-18,144,53,Medio
OBL025387,CLI006739,PR005,19277049.23,8652306.72,741424.97,2022-05-13,2030-05-27,177,43,Medio
OBL025388,CLI009083,PR046,25996362.21,4298514.99,382299.44,2020-02-24,2029-12-06,147,78,Medio
OBL025389,CLI000243,PR002,21554978.81,6825107.04,272847.83,2025-12-18,2033-05-25,95,22,Bajo
OBL025390,CLI008020,PR034,33410705.51,7714580.07,327555.94,2019-09-27,2035-01-22,155,119,Bajo
OBL025391,CLI007362,PR011,39277108.07,35200942.82,467584.62,2020-07-02,2032-03-23,126,90,Alto
OBL025392,CLI000143,PR041,42216480.06,25020071.62,603092.57,2021-06-26,2034-11-05,58,70,Bajo
OBL025393,CLI002792,PR008,35032747.0,7522668.8,1297509.15,2019-01-07,2027-01-04,147,46,Alto
OBL025394,CLI007363,PR037,24014125.76,4456992.39,222353.02,2023-02-09,2030-02-24,155,57,Medio
OBL025395,CLI008715,PR050,32489637.24,4115037.95,406120.47,2024-07-25,2035-06-07,53,51,Alto
OBL025396,CLI000150,PR009,42818202.14,6925146.13,807890.61,2023-09-15,2034-06-13,143,56,Alto
OBL025397,CLI003537,PR035,43837046.62,35150747.77,387938.47,2024-02-16,2034-12-04,145,101,Alto
OBL025398,CLI002268,PR011,5318642.44,3449906.19,57811.33,2024-11-23,2030-04-18,53,24,Medio
OBL025399,CLI007391,PR014,13491154.3,1563944.53,139084.06,2021-04-16,2034-08-14,176,32,Bajo
OBL025400,CLI008688,PR001,33355405.65,20429802.73,575093.2,2022-12-25,2033-08-23,54,66,Alto
OBL025401,CLI001278,PR048,42575553.7,31297630.16,721619.55,2024-07-01,2035-09-05,158,100,Bajo
OBL025402,CLI003569,PR041,11299955.28,5168047.24,364514.69,2026-02-22,2029-02-11,74,118,Alto
OBL025403,CLI006885,PR022,15614174.25,5842570.89,229620.21,2022-11-14,2032-02-20,129,60,Bajo
OBL025404,CLI007300,PR045,6122052.08,565354.38,53235.24,2026-02-05,2032-01-10,173,80,Bajo
OBL025405,CLI000492,PR007,39015009.41,11910718.83,342236.92,2019-11-28,2034-03-26,127,66,Bajo
OBL025406,CLI002531,PR010,4616407.67,2377036.7,54310.68,2024-12-03,2028-06-04,110,33,Alto
OBL025407,CLI008728,PR025,28871363.33,23867166.67,641585.85,2024-09-19,2032-06-01,111,78,Alto
OBL025408,CLI005572,PR005,42133985.85,24237259.61,2808932.39,2026-02-14,2028-11-20,2,23,Alto
OBL025409,CLI008786,PR018,27064545.3,16531783.46,796016.04,2020-09-09,2030-06-19,84,116,Alto
OBL025410,CLI003677,PR002,41910790.61,18092114.72,675980.49,2025-01-13,2032-10-18,52,83,Bajo
OBL025411,CLI000984,PR017,26746157.88,15668901.19,240956.38,2025-07-22,2032-08-30,49,44,Medio
OBL025412,CLI000398,PR010,32304917.08,5385675.59,313639.97,2023-05-25,2036-04-09,42,100,Alto
OBL025413,CLI006656,PR005,24092355.08,19768187.34,231657.26,2018-09-06,2032-05-11,87,106,Bajo
OBL025414,CLI006142,PR025,20579615.76,17975507.95,201760.94,2025-05-16,2034-08-30,62,42,Medio
OBL025415,CLI006730,PR043,16440771.29,7421017.97,222172.58,2020-04-10,2031-05-20,30,25,Alto
OBL025416,CLI007135,PR041,37531720.55,20102974.36,386924.95,2022-12-04,2031-12-09,4,119,Bajo
OBL025417,CLI001612,PR047,3926482.85,1547800.72,33559.68,2018-08-08,2032-08-08,95,8,Medio
OBL025418,CLI003062,PR002,35076613.94,9991752.03,427763.58,2020-07-23,2031-08-10,24,91,Alto
OBL025419,CLI000959,PR005,27040086.51,21292769.28,260000.83,2023-10-26,2030-11-14,50,120,Medio
OBL025420,CLI006924,PR001,36611223.75,5810213.57,348678.32,2021-08-23,2034-02-05,72,29,Bajo
OBL025421,CLI005889,PR009,27539099.51,7057463.92,983539.27,2022-07-20,2036-06-19,54,75,Medio
OBL025422,CLI006603,PR006,28269824.1,14344161.04,332586.17,2021-05-02,2030-08-31,30,77,Alto
OBL025423,CLI002326,PR019,43103078.13,16138291.68,1267737.59,2023-05-19,2033-12-25,148,99,Alto
OBL025424,CLI006984,PR024,6308223.82,4092446.06,55824.99,2025-08-13,2029-05-13,110,2,Alto
OBL025425,CLI001467,PR042,1907064.89,370450.7,18515.19,2019-07-28,2030-04-19,131,13,Alto
OBL025426,CLI007739,PR029,18190404.54,8198042.5,535011.9,2025-09-30,2029-02-02,24,27,Bajo
OBL025427,CLI002326,PR032,28742094.61,18141170.75,1796380.91,2019-03-23,2027-07-07,100,0,Bajo
OBL025428,CLI005084,PR014,48287175.37,16320475.92,710105.52,2023-09-24,2033-10-24,57,82,Medio
OBL025429,CLI003046,PR032,29889414.67,10204971.77,259907.95,2022-08-05,2033-11-22,83,53,Bajo
OBL025430,CLI002827,PR033,45753336.14,28479842.21,544682.57,2019-07-19,2030-11-24,118,74,Bajo
OBL025431,CLI001614,PR042,20384894.62,4845219.47,268222.3,2023-05-18,2036-04-14,54,104,Medio
OBL025432,CLI001778,PR021,35623830.47,33590118.44,727016.95,2018-09-08,2031-02-01,35,39,Alto
OBL025433,CLI004038,PR043,27183434.86,3732754.92,289185.48,2019-11-26,2033-04-05,81,16,Alto
OBL025434,CLI009633,PR024,28880678.76,343830.54,1520035.72,2022-11-11,2035-03-15,151,18,Bajo
OBL025435,CLI001713,PR005,48416668.67,30249947.47,2689814.93,2024-05-08,2028-08-10,22,55,Bajo
OBL025436,CLI004541,PR023,14222683.18,1680339.79,418314.21,2025-01-14,2032-07-20,137,47,Medio
OBL025437,CLI004013,PR025,6337024.0,2935726.42,186383.06,2020-05-18,2030-09-02,53,90,Bajo
OBL025438,CLI000611,PR019,45482698.29,329352.94,590684.39,2022-12-15,2026-10-13,105,40,Medio
OBL025439,CLI005897,PR034,23486358.2,19914857.91,1565757.21,2025-03-26,2033-06-09,140,35,Medio
OBL025440,CLI002464,PR019,45268229.92,31984014.05,2263411.5,2025-04-28,2035-12-03,53,100,Alto
OBL025441,CLI001024,PR004,42829101.43,33598556.4,690791.96,2023-12-07,2035-08-02,42,9,Medio
OBL025442,CLI003545,PR017,5041501.0,2912724.87,102887.78,2020-10-01,2026-12-10,148,56,Alto
OBL025443,CLI000161,PR049,14342161.99,12306206.09,298795.04,2023-03-11,2035-04-27,89,0,Medio
OBL025444,CLI006006,PR039,46952455.69,46471272.13,838436.71,2020-05-12,2032-07-15,52,24,Medio
OBL025445,CLI008588,PR005,7320524.8,3696855.68,563117.29,2022-09-24,2035-09-11,8,24,Alto
OBL025446,CLI009121,PR045,21190613.71,1518522.48,730710.82,2019-09-25,2029-07-22,38,108,Bajo
OBL025447,CLI008329,PR045,42819656.97,10718238.85,432521.79,2021-03-31,2027-07-26,163,102,Alto
OBL025448,CLI005548,PR039,9747028.01,5061713.32,133520.93,2019-04-04,2033-04-01,115,114,Medio
OBL025449,CLI001182,PR020,7420026.33,3189568.1,89397.91,2026-05-18,2029-02-14,85,46,Bajo
